Delivery_ID,Truck_ID,Vehicle_Type,Truck_Age_Years,Vehicle_Status,Driver_ID,Driver_Name,Driver_Experience_Years,Driver_Performance_Score,Driver_Behaviour_Score,Delivery_Date,Route_Region,Route_Distance_KM,Delivery_Status,Delay_Hours,Delay_Reason,Fuel_Consumed_Liters,Fuel_Cost_EUR,Maintenance_Cost_EUR,Breakdown_Count,Downtime_Hours,Customer_ID,Customer_Name,Complaint_Category,Complaint_Status,Customer_Satisfaction_Score,Delivery_Revenue_EUR,Revenue_Loss_EUR
DEL-01088,TRK-038,Rigid Truck,12,Active,DRV-006,Tiffany Fox,3,53.04,53.63,2026-01-11,Limerick,71,Delayed,7.25,Vehicle Breakdown,21.99,43.07,1442.87,1,13.72,CUS-0271,Lopez LLC,Missing Delivery,In Progress,4,511.39,1069.61
DEL-01089,TRK-091,Articulated Truck,8,Active,DRV-050,Robert Riggs,6,63.51,53.53,2025-07-19,Meath,329,Delayed,11.92,Driver Issue,74.06,140.49,1702.48,1,7.75,CUS-0010,Salazar PLC,Delivery Delay,In Progress,3,1822.15,720.94
DEL-01090,TRK-094,Articulated Truck,9,Active,DRV-063,Jeffrey Santiago,9,74.68,83.52,2025-07-07,Cork,386,Delayed,4.68,Vehicle Breakdown,82.1,151.09,705.11,0,0.0,CUS-0387,Moon-Walker,No Complaint,No Complaint,5,2682.63,276.09
DEL-01091,TRK-065,Refrigerated Truck,12,Breakdown,DRV-098,Brenda Shelton,2,72.33,58.89,2026-04-24,Limerick,302,Delayed,10.83,Weather,74.27,139.94,2704.1,3,9.09,CUS-0187,Young LLC,Delivery Delay,Resolved,4,2521.64,734.06
DEL-01092,TRK-141,Refrigerated Truck,12,Active,DRV-094,Stephen Silva,5,62.5,63.78,2025-06-30,Galway,292,On-Time,0.0,No Delay,59.47,99.85,665.68,0,0.0,CUS-0042,Bolton and Sons,No Complaint,No Complaint,9,1585.6,0.0
DEL-01093,TRK-081,Rigid Truck,9,Active,DRV-042,Melissa Andersen,7,81.24,72.99,2025-10-18,Kildare,69,On-Time,0.0,No Delay,15.78,31.34,834.15,0,0.0,CUS-0405,Gonzalez Ltd,No Complaint,No Complaint,10,507.97,0.0
DEL-01094,TRK-024,Refrigerated Truck,4,Maintenance,DRV-071,Shawn Brown,12,83.45,67.66,2026-01-11,Kildare,206,On-Time,0.0,No Delay,34.81,68.89,1389.28,2,13.23,CUS-0183,"Webster, Hanson and Payne",No Complaint,No Complaint,8,1666.91,0.0
DEL-01095,TRK-097,Refrigerated Truck,7,Active,DRV-073,Susan Henderson,5,62.28,47.22,2025-06-30,Cork,290,On-Time,0.0,No Delay,66.02,117.72,618.87,0,0.0,CUS-0256,Riddle-Lopez,No Complaint,No Complaint,10,2092.73,0.0
DEL-01096,TRK-056,Articulated Truck,7,Active,DRV-054,Jessica Ramos,2,66.22,48.74,2025-06-06,Dublin,189,Delayed,2.99,Vehicle Breakdown,42.89,78.01,389.65,0,0.0,CUS-0108,Huerta and Sons,Delivery Delay,Open,5,1079.92,197.92
DEL-01097,TRK-138,Articulated Truck,10,Maintenance,DRV-025,Gregory Smith,6,71.65,64.21,2025-09-08,Dublin,221,On-Time,0.0,No Delay,45.61,90.19,2114.14,1,11.81,CUS-0074,Kelly-Brown,No Complaint,No Complaint,10,1218.89,0.0
DEL-01098,TRK-052,Rigid Truck,7,Maintenance,DRV-075,Christine White,12,72.77,59.99,2025-10-02,Kildare,35,On-Time,0.0,No Delay,7.46,13.23,1439.98,2,25.2,CUS-0495,Brown-Hale,No Complaint,No Complaint,9,238.63,0.0
DEL-01099,TRK-051,Rigid Truck,9,Maintenance,DRV-100,Vincent Hughes,11,71.08,56.97,2026-05-31,Meath,48,Delayed,4.14,Vehicle Breakdown,9.13,18.36,1643.07,1,13.15,CUS-0437,"English, Phillips and Buckley",Delivery Delay,Escalated,5,321.94,330.74
DEL-01100,TRK-039,Articulated Truck,7,Active,DRV-003,Laura Freeman,14,45.91,37.96,2026-02-22,Cork,344,Delayed,4.13,Vehicle Breakdown,62.04,122.15,969.6,0,0.0,CUS-0336,Alexander Inc,No Complaint,No Complaint,6,1647.98,452.08
DEL-01101,TRK-086,Refrigerated Truck,5,Active,DRV-048,Margaret Nelson,5,77.17,73.58,2025-09-30,Waterford,20,On-Time,0.0,No Delay,3.93,7.2,1584.51,1,13.27,CUS-0176,"Rodriguez, King and Barnes",No Complaint,No Complaint,10,159.72,0.0
DEL-01102,TRK-007,Rigid Truck,3,Active,DRV-054,Stephen Smith,15,74.73,56.6,2025-06-04,Waterford,374,On-Time,0.0,No Delay,71.47,124.9,842.18,1,6.08,CUS-0500,Castaneda Inc,No Complaint,No Complaint,10,2793.08,0.0
DEL-01103,TRK-018,Articulated Truck,4,Maintenance,DRV-017,Alex Lam,10,69.01,60.82,2026-04-20,Galway,245,On-Time,0.0,No Delay,57.18,119.93,2559.03,2,27.79,CUS-0308,Ward-West,No Complaint,No Complaint,10,1882.45,0.0
DEL-01104,TRK-010,Rigid Truck,8,Maintenance,DRV-022,Charles Wallace,6,55.92,55.19,2026-03-22,Limerick,368,Delayed,7.0,Vehicle Breakdown,113.54,250.74,2082.73,1,7.59,CUS-0367,Mitchell-Bailey,Damaged Goods,Open,2,2806.29,463.04
DEL-01105,TRK-038,Refrigerated Truck,8,Active,DRV-014,Abigail Clark,6,80.51,72.12,2026-01-23,Galway,236,Delayed,10.75,Route Inefficiency,54.6,100.55,1037.69,1,10.64,CUS-0414,Bush-Marshall,Missing Delivery,Resolved,4,1559.53,742.03
DEL-01106,TRK-064,Van,8,Active,DRV-003,Randy Hart,12,68.93,55.5,2026-04-20,Meath,159,Delayed,9.15,Driver Issue,43.57,96.73,1998.33,2,31.7,CUS-0186,Alvarado Inc,Delivery Delay,Open,3,1327.94,733.6
DEL-01107,TRK-024,Van,4,Active,DRV-068,Laura Gallagher,6,44.84,25.89,2026-02-20,Cork,68,Failed,5.92,Vehicle Breakdown,13.77,27.17,515.44,0,0.0,CUS-0221,Snyder-Robinson,Damaged Goods,Open,3,333.04,294.27
DEL-01108,TRK-060,Refrigerated Truck,7,Maintenance,DRV-093,Chris Chen,11,78.33,76.46,2026-01-27,Meath,208,Delayed,10.61,Driver Issue,46.7,95.05,1615.6,1,4.42,CUS-0188,"Hall, Bender and Townsend",Missing Delivery,Escalated,3,1739.08,1464.28
DEL-01109,TRK-102,Rigid Truck,2,Active,DRV-079,Nathan Wright,5,79.79,81.5,2026-03-21,Kildare,86,Delayed,10.57,Driver Issue,14.06,27.78,1445.01,1,8.34,CUS-0391,"Russell, Graham and Parrish",Delivery Delay,Resolved,2,406.52,1112.36
DEL-01110,TRK-092,Refrigerated Truck,5,Maintenance,DRV-077,Melissa Atkins,6,78.48,68.31,2025-09-26,Meath,90,On-Time,0.0,No Delay,17.65,31.52,1382.93,1,4.76,CUS-0083,"Moore, Burnett and Vincent",No Complaint,No Complaint,10,593.17,0.0
DEL-01111,TRK-140,Rigid Truck,8,Active,DRV-058,William Wallace,15,69.02,58.49,2025-11-13,Galway,101,Delayed,9.82,Driver Issue,23.4,46.79,1799.8,1,3.97,CUS-0448,"Anderson, Herring and Hunt",Damaged Goods,Open,5,753.3,598.79
DEL-01112,TRK-033,Articulated Truck,11,Maintenance,DRV-099,Cynthia Smith,9,62.88,63.65,2026-03-12,Limerick,397,On-Time,0.0,No Delay,139.26,303.52,1630.59,1,8.88,CUS-0095,Camacho PLC,No Complaint,No Complaint,9,3103.62,0.0
DEL-01113,TRK-047,Articulated Truck,5,Active,DRV-035,Paul Lee,3,63.56,47.53,2025-12-07,Kildare,189,Failed,8.8,Driver Issue,33.18,63.53,1561.1,1,8.76,CUS-0178,Palmer-Nelson,Driver Behaviour,Escalated,5,1468.81,1067.49
DEL-01114,TRK-040,Refrigerated Truck,9,Active,DRV-059,Carol Olson,14,80.78,67.76,2025-10-26,Waterford,299,Delayed,8.13,Traffic,85.25,152.32,746.21,0,0.0,CUS-0290,Brown Ltd,Delivery Delay,Escalated,2,2129.19,601.0
DEL-01115,TRK-092,Articulated Truck,10,Maintenance,DRV-056,Ryan Levine,7,74.94,49.32,2026-05-11,Waterford,174,Delayed,15.49,Driver Issue,38.82,74.08,1314.98,1,10.34,CUS-0249,Walker-Lewis,Delivery Delay,In Progress,2,907.9,2477.01
DEL-01116,TRK-068,Refrigerated Truck,10,Breakdown,DRV-010,Mrs. Sue Pacheco,4,63.68,60.5,2026-03-31,Cork,252,On-Time,0.0,No Delay,50.73,95.62,3440.39,3,31.53,CUS-0388,Glenn LLC,No Complaint,No Complaint,8,1157.41,0.0
DEL-01117,TRK-071,Rigid Truck,4,Active,DRV-053,William Mckenzie,1,63.48,61.73,2025-12-14,Meath,349,On-Time,0.0,No Delay,64.92,132.62,2533.19,2,15.36,CUS-0447,"Evans, Carter and Trujillo",No Complaint,No Complaint,10,1931.15,0.0
DEL-01118,TRK-143,Rigid Truck,2,Active,DRV-028,Samuel Jordan,9,53.41,64.65,2026-03-26,Waterford,204,On-Time,0.0,No Delay,36.2,74.15,374.86,0,0.0,CUS-0081,"Lewis, Hanson and Jimenez",No Complaint,No Complaint,8,1616.4,0.0
DEL-01119,TRK-107,Articulated Truck,9,Maintenance,DRV-002,Evelyn Morrow DDS,5,70.76,66.85,2026-02-21,Galway,75,Delayed,13.23,Weather,17.17,33.54,2579.33,2,29.8,CUS-0493,Hobbs PLC,Delivery Delay,In Progress,2,431.9,1844.1
DEL-01120,TRK-115,Refrigerated Truck,11,Active,DRV-087,Tina Long,9,67.77,55.11,2025-11-04,Waterford,82,Failed,7.87,Weather,21.72,40.2,1462.88,1,5.28,CUS-0350,Miller Inc,Delivery Delay,In Progress,3,589.26,341.16
DEL-01121,TRK-058,Articulated Truck,2,Active,DRV-003,Rebecca Gonzalez,9,82.14,86.38,2026-02-21,Meath,38,On-Time,0.0,No Delay,6.8,13.87,556.64,0,0.0,CUS-0436,Mccoy-Myers,No Complaint,No Complaint,10,231.3,0.0
DEL-01122,TRK-139,Rigid Truck,7,Active,DRV-085,Michelle Collins,14,71.2,55.08,2025-10-01,Cork,328,Delayed,9.81,Route Inefficiency,63.88,113.12,1269.09,1,13.36,CUS-0395,"Owens, Shelton and Brown",Damaged Goods,Escalated,1,2160.28,1011.19
DEL-01123,TRK-012,Refrigerated Truck,11,Maintenance,DRV-052,Michael Taylor,1,58.71,55.91,2025-06-10,Cork,377,Failed,4.4,Vehicle Breakdown,95.36,167.69,1463.81,1,9.65,CUS-0233,Logan-Harrison,Delivery Delay,In Progress,2,1935.99,1741.64
DEL-01124,TRK-055,Rigid Truck,2,Active,DRV-080,Felicia Reyes,15,74.68,62.69,2025-10-19,Kildare,20,Failed,8.06,Vehicle Breakdown,3.6,7.12,830.83,1,13.57,CUS-0422,Terrell and Sons,Delivery Delay,Resolved,5,131.94,85.13
DEL-01125,TRK-002,Articulated Truck,2,Active,DRV-002,Matthew Cunningham,2,59.95,48.87,2025-11-28,Cork,122,On-Time,0.0,No Delay,20.3,40.54,1414.45,1,6.79,CUS-0129,Flores-Dixon,No Complaint,No Complaint,10,743.57,0.0
DEL-01126,TRK-018,Articulated Truck,6,Maintenance,DRV-071,Alex Price,1,92.69,95.5,2025-10-11,Kildare,297,Delayed,12.67,Traffic,69.12,128.08,1531.42,1,5.65,CUS-0285,Barry Ltd,Delivery Delay,In Progress,1,1933.5,1663.83
DEL-01127,TRK-019,Van,2,Active,DRV-056,Kathleen Carroll,3,76.05,82.2,2025-08-23,Waterford,391,On-Time,0.0,No Delay,55.95,111.3,1471.28,1,5.46,CUS-0114,Brooks-Simmons,No Complaint,No Complaint,8,2172.15,0.0
DEL-01128,TRK-035,Rigid Truck,9,Maintenance,DRV-032,Jacob Stanley,14,64.21,62.68,2025-12-08,Cork,87,Delayed,11.79,Traffic,17.12,32.38,1767.2,1,13.56,CUS-0239,"Cole, Smith and Mason",Wrong Delivery,Open,5,633.18,1529.85
DEL-01129,TRK-032,Van,12,Maintenance,DRV-014,Carolyn Huerta,10,82.96,78.25,2025-08-08,Kildare,387,Delayed,9.99,Traffic,80.54,139.26,1889.89,2,25.12,CUS-0132,Malone-Johnson,Damaged Goods,Open,5,1863.53,893.2
DEL-01130,TRK-072,Rigid Truck,8,Active,DRV-044,Joseph Brooks,7,76.76,75.06,2026-01-03,Galway,115,Delayed,14.68,Driver Issue,31.1,57.54,1558.22,2,8.58,CUS-0285,"Christensen, Mcmillan and Doyle",Driver Behaviour,In Progress,4,848.11,940.1
DEL-01131,TRK-032,Refrigerated Truck,1,Maintenance,DRV-063,Zachary Campos,8,80.81,63.24,2026-01-13,Limerick,37,On-Time,0.0,No Delay,7.74,15.91,1425.37,1,13.7,CUS-0354,"Jones, Alexander and Freeman",No Complaint,No Complaint,8,189.2,0.0
DEL-01132,TRK-005,Van,1,Active,DRV-046,Pamela Davis,12,75.82,52.6,2026-01-31,Dublin,300,Delayed,8.74,Vehicle Breakdown,62.13,117.14,400.58,0,0.0,CUS-0075,"Rice, Berry and Gonzalez",Wrong Delivery,Resolved,4,2140.5,820.0
DEL-01133,TRK-008,Refrigerated Truck,11,Active,DRV-013,Jeffrey Velazquez,7,52.74,48.85,2025-10-19,Meath,215,On-Time,0.0,No Delay,68.92,127.62,870.24,0,0.0,CUS-0031,"Jarvis, Mendoza and Miller",No Complaint,No Complaint,10,1412.74,0.0
DEL-01134,TRK-003,Articulated Truck,10,Active,DRV-018,Miranda Garza,11,58.27,33.78,2026-05-30,Galway,149,Failed,10.73,Driver Issue,41.69,92.41,2704.24,2,13.27,CUS-0454,"Vazquez, Lloyd and Davis",Missing Delivery,Escalated,4,1152.39,879.85
DEL-01135,TRK-126,Refrigerated Truck,4,Maintenance,DRV-092,Joe Stokes,3,89.4,84.06,2026-04-27,Dublin,54,On-Time,0.0,No Delay,12.66,28.44,2452.3,2,25.57,CUS-0339,Bishop-Anderson,No Complaint,No Complaint,10,259.09,0.0
DEL-01136,TRK-084,Rigid Truck,4,Active,DRV-093,Lisa Rodriguez,9,75.41,50.05,2026-01-21,Cork,309,On-Time,0.0,No Delay,54.33,101.43,365.38,0,0.0,CUS-0051,Bond and Sons,No Complaint,No Complaint,8,1734.02,0.0
DEL-01137,TRK-106,Van,6,Maintenance,DRV-009,Jonathan Wood MD,5,60.23,49.84,2025-09-04,Meath,278,Delayed,3.12,Route Inefficiency,44.08,86.88,1437.69,1,11.71,CUS-0247,Harper PLC,No Complaint,No Complaint,5,1965.49,240.71
DEL-01138,TRK-106,Articulated Truck,6,Active,DRV-066,Rebecca Walsh,10,57.66,44.4,2025-06-05,Galway,229,On-Time,0.0,No Delay,46.37,77.47,1349.78,1,7.34,CUS-0188,"Alvarado, Sullivan and Harris",No Complaint,No Complaint,8,1064.64,0.0
DEL-01139,TRK-061,Articulated Truck,10,Active,DRV-032,Michael Miller,9,52.79,40.69,2025-09-27,Galway,378,Failed,11.11,Weather,77.44,134.71,996.43,0,0.0,CUS-0388,"Sanchez, Villa and Daniel",Wrong Delivery,Open,3,2148.38,1900.19
DEL-01140,TRK-027,Rigid Truck,8,Maintenance,DRV-090,Aaron Wilson,15,64.77,44.04,2026-05-29,Kildare,39,Delayed,9.14,Vehicle Breakdown,10.56,21.23,3292.73,3,28.35,CUS-0014,"Carson, Davis and Espinoza",Driver Behaviour,Open,5,209.78,1193.16
DEL-01141,TRK-065,Refrigerated Truck,5,Active,DRV-029,Lauren Lewis,12,60.17,59.32,2026-03-18,Dublin,161,On-Time,0.0,No Delay,33.64,68.39,635.27,0,0.0,CUS-0361,"Terry, Davis and Cowan",No Complaint,No Complaint,10,991.63,0.0
DEL-01142,TRK-068,Rigid Truck,2,Active,DRV-007,Julia Walsh,4,87.73,88.02,2025-06-25,Waterford,131,On-Time,0.0,No Delay,22.19,39.23,165.48,0,0.0,CUS-0371,Sanders Ltd,No Complaint,No Complaint,10,1052.99,0.0
DEL-01143,TRK-065,Van,9,Active,DRV-071,Lacey Hawkins,10,66.06,51.77,2025-07-18,Dublin,264,Delayed,6.43,Vehicle Breakdown,54.66,106.59,1329.62,2,9.39,CUS-0029,"Melendez, Garcia and Green",Wrong Delivery,Open,4,1931.01,478.63
DEL-01144,TRK-017,Rigid Truck,1,Active,DRV-057,Nicholas Vasquez,2,78.19,69.15,2025-09-27,Galway,75,Delayed,3.16,Vehicle Breakdown,14.18,27.45,107.05,0,0.0,CUS-0144,Jimenez-Jones,Delivery Delay,Resolved,5,580.79,298.77
DEL-01145,TRK-054,Refrigerated Truck,4,Active,DRV-030,Samuel Carlson,10,66.82,56.47,2025-10-28,Galway,119,On-Time,0.0,No Delay,17.11,35.12,1541.19,1,6.75,CUS-0056,Santiago-Hayes,No Complaint,No Complaint,8,886.48,0.0
DEL-01146,TRK-089,Van,9,Maintenance,DRV-035,James Cox,5,77.98,77.11,2025-10-15,Limerick,161,On-Time,0.0,No Delay,33.75,68.56,1641.23,2,21.48,CUS-0431,"Ellis, Thompson and Miller",No Complaint,No Complaint,8,968.22,0.0
DEL-01147,TRK-127,Refrigerated Truck,10,Active,DRV-024,Kevin Santiago,8,69.45,75.9,2026-04-01,Limerick,330,Failed,9.63,Vehicle Breakdown,74.6,157.79,803.2,0,0.0,CUS-0351,Brown-Wilcox,Delivery Delay,Resolved,5,1686.13,1432.26
DEL-01148,TRK-072,Refrigerated Truck,1,Active,DRV-092,Ronald Mendez,6,73.32,57.86,2025-10-28,Limerick,404,Delayed,4.06,Route Inefficiency,70.39,139.22,185.72,0,0.0,CUS-0161,Glenn Ltd,Delivery Delay,Open,5,2684.51,454.94
DEL-01149,TRK-054,Articulated Truck,6,Maintenance,DRV-038,Cassandra Richardson,3,64.27,50.87,2026-01-29,Galway,267,On-Time,0.0,No Delay,58.61,117.04,1588.32,2,23.08,CUS-0415,"Smith, Brown and Murphy",No Complaint,No Complaint,10,1982.63,0.0
DEL-01150,TRK-043,Rigid Truck,9,Maintenance,DRV-059,Sally Poole,1,68.57,65.25,2025-12-14,Galway,51,Delayed,10.42,Vehicle Breakdown,14.22,28.34,2167.61,1,8.08,CUS-0166,Jackson PLC,Driver Behaviour,Resolved,3,282.07,1473.49
DEL-01151,TRK-144,Articulated Truck,2,Active,DRV-092,Jocelyn Brown,14,83.63,75.48,2025-10-14,Limerick,274,On-Time,0.0,No Delay,42.95,84.22,256.39,0,0.0,CUS-0144,Middleton-Jackson,No Complaint,No Complaint,9,1380.16,0.0
DEL-01152,TRK-145,Rigid Truck,9,Active,DRV-077,Stephen Bolton,1,73.87,58.92,2025-07-23,Waterford,326,On-Time,0.0,No Delay,78.34,145.91,721.49,0,0.0,CUS-0329,Brooks-Davis,No Complaint,No Complaint,9,2225.77,0.0
DEL-01153,TRK-095,Rigid Truck,6,Active,DRV-026,Reginald Webb,9,55.97,43.27,2025-11-02,Kildare,25,Delayed,4.88,Traffic,5.24,10.69,561.22,0,0.0,CUS-0378,"Jones, Sanchez and Watson",Delivery Delay,Resolved,7,130.18,316.07
DEL-01154,TRK-081,Rigid Truck,5,Maintenance,DRV-060,Julie Shannon,15,100.0,100.0,2025-07-18,Dublin,111,On-Time,0.0,No Delay,24.58,45.48,2841.03,3,21.79,CUS-0071,"Hall, Mcclain and Hernandez",No Complaint,No Complaint,10,834.51,0.0
DEL-01155,TRK-003,Articulated Truck,5,Active,DRV-078,Andrew Bradley,14,61.96,58.06,2025-07-03,Galway,228,Delayed,5.74,Driver Issue,46.43,82.25,1659.31,1,4.27,CUS-0085,Murphy and Sons,No Complaint,No Complaint,7,1744.11,359.32
DEL-01156,TRK-039,Refrigerated Truck,12,Maintenance,DRV-014,Brandon Boyd,9,73.87,66.15,2025-08-14,Meath,168,Delayed,11.5,Vehicle Breakdown,46.23,85.44,1609.6,1,3.23,CUS-0353,"Wilson, Campbell and Edwards",Delivery Delay,Open,4,1091.69,1149.03
DEL-01157,TRK-073,Articulated Truck,12,Active,DRV-022,Taylor Romero,1,96.5,95.38,2025-08-09,Cork,207,Delayed,9.77,Vehicle Breakdown,42.98,79.68,1548.17,1,11.5,CUS-0231,Martinez Ltd,Driver Behaviour,Open,5,1574.73,1007.5
DEL-01158,TRK-131,Articulated Truck,9,Breakdown,DRV-001,Jacqueline Garcia,6,79.47,81.16,2025-08-11,Dublin,74,Delayed,3.66,Route Inefficiency,16.52,31.17,2069.81,2,9.42,CUS-0368,Horton-Nixon,No Complaint,No Complaint,7,351.36,274.53
DEL-01159,TRK-023,Van,9,Active,DRV-063,Daniel Ingram,12,64.56,62.94,2026-01-22,Limerick,399,On-Time,0.0,No Delay,102.75,216.43,1825.43,1,9.07,CUS-0076,White Group,No Complaint,No Complaint,8,2594.22,0.0
DEL-01160,TRK-014,Refrigerated Truck,2,Active,DRV-022,Chad Murray,14,56.83,51.68,2026-04-22,Limerick,359,Failed,13.37,Route Inefficiency,62.37,121.64,1037.98,1,9.32,CUS-0304,Martin and Sons,Delivery Delay,In Progress,3,1778.56,1595.75
DEL-01161,TRK-044,Van,4,Maintenance,DRV-094,Logan Pennington,13,90.81,85.44,2025-08-10,Waterford,317,On-Time,0.0,No Delay,58.9,113.5,812.91,1,7.84,CUS-0065,Davis LLC,No Complaint,No Complaint,10,1781.82,0.0
DEL-01162,TRK-082,Articulated Truck,6,Active,DRV-012,Andrew Medina,9,78.09,79.61,2026-02-06,Limerick,321,On-Time,0.0,No Delay,54.42,102.12,816.37,0,0.0,CUS-0172,"Miller, Jones and Morris",No Complaint,No Complaint,8,2239.44,0.0
DEL-01163,TRK-029,Van,6,Active,DRV-005,Sandra Thomas,4,67.79,65.21,2026-01-20,Dublin,281,Delayed,16.23,Vehicle Breakdown,75.76,162.2,2535.87,2,21.93,CUS-0034,Simpson-Richardson,Delivery Delay,Open,5,2322.61,1437.37
DEL-01164,TRK-064,Refrigerated Truck,12,Maintenance,DRV-075,Chelsea Hawkins,2,75.09,74.89,2025-06-29,Galway,47,Delayed,16.74,Driver Issue,13.92,26.14,5599.5,4,22.32,CUS-0482,Johnson-Williams,Missing Delivery,Resolved,2,233.25,1187.45
DEL-01165,TRK-103,Articulated Truck,2,Active,DRV-066,Sandra Barnes,4,67.14,59.01,2025-10-12,Waterford,174,On-Time,0.0,No Delay,29.65,60.24,369.27,0,0.0,CUS-0265,Hooper-Navarro,No Complaint,No Complaint,9,1201.55,0.0
DEL-01166,TRK-034,Refrigerated Truck,5,Maintenance,DRV-080,Tyler Lewis,8,88.25,84.97,2025-08-06,Meath,59,Delayed,12.23,Vehicle Breakdown,12.72,23.59,1824.65,2,21.6,CUS-0473,Reed and Sons,Damaged Goods,Resolved,3,309.87,713.19
DEL-01167,TRK-146,Refrigerated Truck,7,Active,DRV-022,Brenda Adams,8,73.97,72.25,2025-08-05,Limerick,27,Delayed,7.61,Vehicle Breakdown,6.11,10.91,573.38,0,0.0,CUS-0496,"Sanders, Singh and Sanchez",Missing Delivery,In Progress,2,134.85,766.93
DEL-01168,TRK-060,Van,11,Active,DRV-030,Jennifer Murphy,7,68.64,58.99,2026-01-09,Cork,101,On-Time,0.0,No Delay,40.08,83.92,848.98,0,0.0,CUS-0402,"Blackburn, Mcgee and Kirby",No Complaint,No Complaint,8,474.2,0.0
DEL-01169,TRK-115,Rigid Truck,11,Maintenance,DRV-058,Kelly Boyer,9,55.96,42.05,2025-09-24,Limerick,72,Delayed,16.37,Driver Issue,17.77,31.67,4625.82,4,32.6,CUS-0155,"Smith, Collins and Franklin",Driver Behaviour,Open,3,370.52,946.31
DEL-01170,TRK-071,Van,6,Active,DRV-023,Mrs. April Reid,5,68.76,59.38,2026-02-14,Kildare,249,On-Time,0.0,No Delay,48.56,95.07,596.06,0,0.0,CUS-0276,"Williamson, Tate and Horn",No Complaint,No Complaint,8,1757.4,0.0
DEL-01171,TRK-076,Rigid Truck,8,Active,DRV-064,Timothy Chavez,2,73.08,79.48,2025-11-11,Kildare,328,On-Time,0.0,No Delay,76.51,140.49,1640.18,1,12.81,CUS-0326,"Aguilar, Guzman and Stewart",No Complaint,No Complaint,8,1893.95,0.0
DEL-01172,TRK-148,Articulated Truck,9,Breakdown,DRV-031,Richard Chapman,9,68.12,55.32,2026-05-02,Cork,413,Delayed,17.91,Vehicle Breakdown,94.61,210.72,3341.67,3,35.9,CUS-0396,"Hill, Watson and Rodgers",Missing Delivery,Resolved,3,2716.98,1750.85
DEL-01173,TRK-010,Refrigerated Truck,12,Maintenance,DRV-082,Jessica Davis,5,65.49,46.04,2026-05-13,Cork,342,Delayed,10.88,Vehicle Breakdown,91.08,181.59,3011.82,2,11.11,CUS-0156,Douglas-Cruz,Delivery Delay,Open,4,1551.68,1038.05
DEL-01174,TRK-146,Van,6,Maintenance,DRV-043,Melissa Williams,8,68.5,58.63,2026-02-02,Galway,227,Delayed,7.66,Driver Issue,45.94,88.36,1087.76,1,12.31,CUS-0089,Hayden-Macias,Delivery Delay,Open,4,1421.16,968.38
DEL-01175,TRK-098,Van,7,Active,DRV-035,Douglas Blackburn,10,60.28,55.79,2025-11-02,Meath,386,On-Time,0.0,No Delay,88.34,175.5,780.33,0,0.0,CUS-0027,Taylor-Campbell,No Complaint,No Complaint,10,1827.16,0.0
DEL-01176,TRK-014,Refrigerated Truck,9,Maintenance,DRV-065,David Davis,5,65.69,59.07,2025-09-11,Kildare,150,On-Time,0.0,No Delay,39.72,72.05,1927.85,2,20.65,CUS-0160,Palmer Ltd,No Complaint,No Complaint,8,1027.83,0.0
DEL-01177,TRK-136,Refrigerated Truck,9,Active,DRV-015,Jodi Arias,9,89.15,72.42,2025-12-23,Kildare,301,On-Time,0.0,No Delay,76.98,160.28,925.38,0,0.0,CUS-0143,Cantu Group,No Complaint,No Complaint,8,2163.78,0.0
DEL-01178,TRK-138,Rigid Truck,4,Active,DRV-062,Isabel Johnson,6,62.03,55.6,2025-08-02,Meath,89,Delayed,6.15,Traffic,19.61,38.2,819.23,1,5.84,CUS-0076,"Hill, Parrish and Evans",Damaged Goods,In Progress,2,458.52,682.25
DEL-01179,TRK-012,Van,3,Maintenance,DRV-054,Kirsten Rhodes,3,64.75,42.65,2025-11-02,Kildare,406,Delayed,5.07,Weather,94.95,180.11,974.25,2,22.03,CUS-0007,Smith Group,Delivery Delay,Resolved,6,2505.64,359.12
DEL-01180,TRK-047,Rigid Truck,6,Active,DRV-093,Jeremy Vargas,14,74.02,90.72,2025-07-04,Galway,176,On-Time,0.0,No Delay,32.12,55.31,1425.26,1,6.63,CUS-0197,Rivera LLC,No Complaint,No Complaint,10,1091.25,0.0
DEL-01181,TRK-133,Van,11,Breakdown,DRV-085,Aaron Baldwin,4,66.99,44.02,2026-05-28,Meath,225,Delayed,7.02,Traffic,47.48,105.89,3562.84,2,8.72,CUS-0313,Ortiz-King,Delivery Delay,Open,5,1295.61,710.34
DEL-01182,TRK-065,Articulated Truck,5,Active,DRV-086,Justin Jackson,3,79.05,79.91,2025-09-25,Dublin,288,On-Time,0.0,No Delay,49.83,96.81,489.24,0,0.0,CUS-0336,Carter Ltd,No Complaint,No Complaint,10,2018.6,0.0
DEL-01183,TRK-029,Refrigerated Truck,1,Active,DRV-002,Billy Garcia,15,96.02,80.69,2026-06-02,Limerick,22,Delayed,14.67,Traffic,4.81,10.97,996.3,1,5.69,CUS-0389,Vasquez-Cooper,Wrong Delivery,In Progress,5,159.76,1154.41
DEL-01184,TRK-039,Van,11,Active,DRV-066,Samantha Crawford,2,74.41,76.31,2025-08-02,Dublin,75,Delayed,7.64,Vehicle Breakdown,16.55,29.01,1370.53,1,4.53,CUS-0301,"Solomon, Meyer and Terry",Wrong Delivery,Resolved,5,627.56,490.36
